schema,object,ordinal,column,type,nullability,default_expression
public,parameter_observations,19,source_system,character varying(100),nullable,
public,parameter_observations,2,material_unit_id,uuid,not_null,
public,parameter_observations,20,source_record_id,character varying(100),nullable,
public,parameter_observations,21,is_deleted,boolean,not_null,
public,parameter_observations,22,deleted_at_utc,timestamp with time zone,nullable,
public,parameter_observations,23,deleted_reason,character varying(500),nullable,
public,parameter_observations,3,process_step_execution_id,uuid,nullable,
public,parameter_observations,4,parameter_definition_id,uuid,not_null,
public,parameter_observations,5,equipment_id,uuid,nullable,
public,parameter_observations,6,observed_at_utc,timestamp with time zone,not_null,
public,parameter_observations,7,observed_at_local,timestamp without time zone,not_null,
public,parameter_observations,8,plant_time_zone_id,character varying(100),not_null,
public,parameter_observations,9,plant_utc_offset_minutes,integer,not_null,
public,ppiq_demo_canonical_layout,1,layout_code,text,not_null,
public,ppiq_demo_canonical_layout,2,area_code,text,not_null,
public,ppiq_demo_canonical_layout,3,area_name,text,not_null,
public,ppiq_demo_canonical_layout,4,equipment_code,text,not_null,
public,ppiq_demo_canonical_layout,5,equipment_name,text,not_null,
public,ppiq_demo_canonical_layout,6,sort_order,integer,not_null,
public,ppiq_demo_canonical_layout,7,source_code,text,not_null,
public,ppiq_demo_canonical_layout,8,description,text,nullable,
public,ppiq_demo_genealogy_spine,1,coil_id,text,not_null,
public,ppiq_demo_genealogy_spine,10,qa_sample_id,text,nullable,
public,ppiq_demo_genealogy_spine,11,downtime_id,text,nullable,
public,ppiq_demo_genealogy_spine,12,mapping_engine_contract,text,not_null,'schema_mapping_engine_join_spine_v1'::text
public,ppiq_demo_genealogy_spine,13,source_coverage,jsonb,not_null,
public,ppiq_demo_genealogy_spine,14,updated_at_utc,timestamp with time zone,not_null,now()
public,ppiq_demo_genealogy_spine,2,slab_id,text,not_null,
public,ppiq_demo_genealogy_spine,3,strand_no,integer,not_null,
public,ppiq_demo_genealogy_spine,4,sequence_id,text,not_null,
public,ppiq_demo_genealogy_spine,5,tundish_id,text,not_null,
public,ppiq_demo_genealogy_spine,6,ladle_id,text,not_null,
public,ppiq_demo_genealogy_spine,7,heat_id,text,not_null,
public,ppiq_demo_genealogy_spine,8,hsm_campaign,text,not_null,
public,ppiq_demo_genealogy_spine,9,defect_id,text,nullable,
public,ppiq_demo_source_presets,1,source_code,text,not_null,
public,ppiq_demo_source_presets,10,is_demo_only,boolean,not_null,true
public,ppiq_demo_source_presets,11,is_active,boolean,not_null,true
public,ppiq_demo_source_presets,12,created_at_utc,timestamp with time zone,not_null,now()
public,ppiq_demo_source_presets,2,source_name,text,not_null,
public,ppiq_demo_source_presets,3,source_type,text,not_null,
public,ppiq_demo_source_presets,4,host_name,text,not_null,
public,ppiq_demo_source_presets,5,port_number,integer,nullable,
public,ppiq_demo_source_presets,6,database_name,text,nullable,
public,ppiq_demo_source_presets,7,schema_hint,text,nullable,
public,ppiq_demo_source_presets,8,is_file_source,boolean,not_null,false
public,ppiq_demo_source_presets,9,file_path,text,nullable,
public,process_events,1,id,uuid,not_null,
public,process_events,10,event_value,character varying(200),nullable,
public,process_events,11,description,character varying(1000),nullable,
public,process_events,12,created_at_utc,timestamp with time zone,not_null,
public,process_events,13,updated_at_utc,timestamp with time zone,nullable,
public,process_events,14,is_synthetic,boolean,not_null,
public,process_events,15,source_system,character varying(100),nullable,
public,process_events,16,source_record_id,character varying(100),nullable,
public,process_events,17,is_deleted,boolean,not_null,
public,process_events,18,deleted_at_utc,timestamp with time zone,nullable,
public,process_events,19,deleted_reason,character varying(500),nullable,
public,process_events,2,material_unit_id,uuid,nullable,
public,process_events,3,process_step_execution_id,uuid,nullable,
public,process_events,4,equipment_id,uuid,nullable,
public,process_events,5,event_type,character varying(100),not_null,
public,process_events,6,event_at_utc,timestamp with time zone,not_null,
public,process_events,7,event_at_local,timestamp without time zone,not_null,
public,process_events,8,plant_time_zone_id,character varying(100),not_null,
public,process_events,9,plant_utc_offset_minutes,integer,not_null,
public,process_step_executions,1,id,uuid,not_null,
public,process_step_executions,10,started_at_local,timestamp without time zone,not_null,
public,process_step_executions,11,ended_at_local,timestamp without time zone,nullable,
public,process_step_executions,12,plant_time_zone_id,character varying(100),not_null,
public,process_step_executions,13,plant_utc_offset_minutes,integer,not_null,
public,process_step_executions,14,execution_status,character varying(50),not_null,
public,process_step_executions,15,created_at_utc,timestamp with time zone,not_null,
public,process_step_executions,16,updated_at_utc,timestamp with time zone,nullable,
public,process_step_executions,17,is_synthetic,boolean,not_null,
public,process_step_executions,18,source_system,character varying(100),nullable,
public,process_step_executions,19,source_record_id,character varying(100),nullable,
public,process_step_executions,2,material_unit_id,uuid,not_null,
public,process_step_executions,20,is_deleted,boolean,not_null,
public,process_step_executions,21,deleted_at_utc,timestamp with time zone,nullable,
public,process_step_executions,22,deleted_reason,character varying(500),nullable,
public,process_step_executions,3,equipment_id,uuid,nullable,
public,process_step_executions,4,operation_definition_id,uuid,nullable,
public,process_step_executions,5,operation_type,character varying(100),not_null,
public,process_step_executions,6,operation_code,character varying(100),nullable,
public,process_step_executions,7,crew_code,character varying(100),nullable,
public,process_step_executions,8,started_at_utc,timestamp with time zone,not_null,
public,process_step_executions,9,ended_at_utc,timestamp with time zone,nullable,
public,quality_events,1,id,uuid,not_null,
public,quality_events,10,decision,character varying(100),nullable,
public,quality_events,11,description,character varying(1000),nullable,
public,quality_events,12,created_at_utc,timestamp with time zone,not_null,
public,quality_events,13,updated_at_utc,timestamp with time zone,nullable,
public,quality_events,14,is_synthetic,boolean,not_null,
public,quality_events,15,source_system,character varying(100),nullable,
public,quality_events,16,source_record_id,character varying(100),nullable,
public,quality_events,17,is_deleted,boolean,not_null,
public,quality_events,18,deleted_at_utc,timestamp with time zone,nullable,
public,quality_events,19,deleted_reason,character varying(500),nullable,
public,quality_events,2,material_unit_id,uuid,not_null,
public,quality_events,3,defect_catalog_id,uuid,nullable,
public,quality_events,4,event_at_utc,timestamp with time zone,not_null,
public,quality_events,5,event_at_local,timestamp without time zone,not_null,
public,quality_events,6,plant_time_zone_id,character varying(100),not_null,
public,quality_events,7,plant_utc_offset_minutes,integer,not_null,
public,quality_events,8,event_type,character varying(100),not_null,
public,quality_events,9,severity,character varying(50),nullable,
public,risk_scores,1,id,uuid,not_null,
public,risk_scores,10,plant_time_zone_id,character varying(100),not_null,
public,risk_scores,11,plant_utc_offset_minutes,integer,not_null,
public,risk_scores,12,model_version,character varying(100),nullable,
public,risk_scores,13,created_at_utc,timestamp with time zone,not_null,
public,risk_scores,14,updated_at_utc,timestamp with time zone,nullable,
public,risk_scores,15,is_synthetic,boolean,not_null,
public,risk_scores,16,source_system,character varying(100),nullable,
public,risk_scores,17,source_record_id,character varying(100),nullable,
public,risk_scores,18,is_deleted,boolean,not_null,
public,risk_scores,19,deleted_at_utc,timestamp with time zone,nullable,
public,risk_scores,2,material_unit_id,uuid,not_null,
public,risk_scores,20,deleted_reason,character varying(500),nullable,
public,risk_scores,3,risk_type,character varying(100),not_null,
public,risk_scores,4,score,"numeric(8,6)",not_null,
public,risk_scores,5,risk_class,character varying(50),nullable,
public,risk_scores,6,main_contributors_json,jsonb,nullable,
public,risk_scores,7,explanation_json,jsonb,nullable,
public,risk_scores,8,scored_at_utc,timestamp with time zone,not_null,
public,risk_scores,9,scored_at_local,timestamp without time zone,not_null,
public,route_steps,1,id,uuid,not_null,
public,route_steps,10,is_synthetic,boolean,not_null,
public,route_steps,11,source_system,character varying(100),nullable,
public,route_steps,12,source_record_id,character varying(100),nullable,
public,route_steps,13,is_deleted,boolean,not_null,
public,route_steps,14,deleted_at_utc,timestamp with time zone,nullable,
public,route_steps,15,deleted_reason,character varying(500),nullable,
public,route_steps,2,route_id,uuid,not_null,
public,route_steps,3,operation_definition_id,uuid,not_null,
public,route_steps,4,sequence_no,integer,not_null,
public,route_steps,5,expected_material_unit_type,character varying(100),nullable,
public,route_steps,6,is_required,boolean,not_null,
public,route_steps,7,description,character varying(1000),nullable,
public,route_steps,8,created_at_utc,timestamp with time zone,not_null,
public,route_steps,9,updated_at_utc,timestamp with time zone,nullable,
public,routes,1,id,uuid,not_null,
public,routes,10,is_synthetic,boolean,not_null,
public,routes,11,source_system,character varying(100),nullable,
public,routes,12,source_record_id,character varying(100),nullable,
public,routes,13,is_deleted,boolean,not_null,
public,routes,14,deleted_at_utc,timestamp with time zone,nullable,
public,routes,15,deleted_reason,character varying(500),nullable,
public,routes,2,industry_template_id,uuid,not_null,
public,routes,3,route_code,character varying(100),not_null,
public,routes,4,route_name,character varying(200),not_null,
public,routes,5,product_family,character varying(100),nullable,
public,routes,6,description,character varying(1000),nullable,
public,routes,7,is_active,boolean,not_null,
public,routes,8,created_at_utc,timestamp with time zone,not_null,
public,routes,9,updated_at_utc,timestamp with time zone,nullable,
public,schema_mapping_executions,1,id,uuid,not_null,gen_random_uuid()
public,schema_mapping_executions,10,executed_by,text,nullable,
public,schema_mapping_executions,11,started_at_utc,timestamp with time zone,not_null,now()
public,schema_mapping_executions,12,completed_at_utc,timestamp with time zone,nullable,
public,schema_mapping_executions,13,details_json,jsonb,not_null,'{}'::jsonb
public,schema_mapping_executions,2,canonical_schema_view_id,uuid,nullable,
public,schema_mapping_executions,3,view_code,text,not_null,
public,schema_mapping_executions,4,target_entity,text,not_null,
public,schema_mapping_executions,5,execution_mode,text,not_null,'ValidateAndRefreshView'::text
public,schema_mapping_executions,6,status,text,not_null,
public,schema_mapping_executions,7,message,text,nullable,
public,schema_mapping_executions,8,row_count,integer,not_null,0
public,schema_mapping_executions,9,duration_ms,integer,not_null,0
public,schema_migrations,1,script_name,text,not_null,
public,schema_migrations,2,checksum,text,not_null,
public,schema_migrations,3,applied_at_utc,timestamp with time zone,not_null,now()
public,schema_view_definitions,1,id,uuid,not_null,
public,schema_view_definitions,10,timeout_seconds,integer,not_null,
public,schema_view_definitions,11,is_approved,boolean,not_null,
public,schema_view_definitions,12,is_active,boolean,not_null,
public,schema_view_definitions,13,last_validated_at_utc,timestamp with time zone,nullable,
public,schema_view_definitions,14,last_validation_status,character varying(50),nullable,
public,schema_view_definitions,15,last_validation_message,character varying(2000),nullable,
public,schema_view_definitions,16,description,character varying(1000),nullable,
public,schema_view_definitions,17,created_at_utc,timestamp with time zone,not_null,
public,schema_view_definitions,18,updated_at_utc,timestamp with time zone,nullable,
public,schema_view_definitions,19,is_synthetic,boolean,not_null,
public,schema_view_definitions,2,schema_view_code,character varying(120),not_null,
public,schema_view_definitions,20,source_system,character varying(100),nullable,
public,schema_view_definitions,21,source_record_id,character varying(100),nullable,
public,schema_view_definitions,22,is_deleted,boolean,not_null,
public,schema_view_definitions,23,deleted_at_utc,timestamp with time zone,nullable,
public,schema_view_definitions,24,deleted_reason,character varying(500),nullable,
public,schema_view_definitions,3,schema_view_name,character varying(250),not_null,
public,schema_view_definitions,4,view_kind,character varying(80),not_null,
public,schema_view_definitions,5,primary_source_dataset_definition_id,uuid,nullable,
public,schema_view_definitions,6,sql_text,text,not_null,
public,schema_view_definitions,7,source_dataset_ids_json,jsonb,not_null,'[]'::jsonb
public,schema_view_definitions,8,output_schema_json,jsonb,not_null,'[]'::jsonb
public,schema_view_definitions,9,max_preview_rows,integer,not_null,
public,sites,1,id,uuid,not_null,
public,sites,10,source_system,character varying(100),nullable,
public,sites,11,source_record_id,character varying(100),nullable,
public,sites,12,is_deleted,boolean,not_null,
public,sites,13,deleted_at_utc,timestamp with time zone,nullable,
public,sites,14,deleted_reason,character varying(500),nullable,
public,sites,2,site_code,character varying(100),not_null,
public,sites,3,site_name,character varying(200),not_null,
public,sites,4,company_name,character varying(200),nullable,
public,sites,5,country_code,character varying(10),nullable,
public,sites,6,time_zone_id,character varying(100),not_null,
public,sites,7,created_at_utc,timestamp with time zone,not_null,
public,sites,8,updated_at_utc,timestamp with time zone,nullable,
public,sites,9,is_synthetic,boolean,not_null,
public,source_dataset_definitions,1,id,uuid,not_null,
public,source_dataset_definitions,10,incremental_cursor_field,character varying(200),nullable,
public,source_dataset_definitions,11,last_cursor_value,character varying(500),nullable,
public,source_dataset_definitions,12,refresh_interval_seconds,integer,not_null,
public,source_dataset_definitions,13,dataset_options_json,jsonb,not_null,'{}'::jsonb
public,source_dataset_definitions,14,is_active,boolean,not_null,
public,source_dataset_definitions,15,description,character varying(1000),nullable,
public,source_dataset_definitions,16,created_at_utc,timestamp with time zone,not_null,
public,source_dataset_definitions,17,updated_at_utc,timestamp with time zone,nullable,
public,source_dataset_definitions,18,is_synthetic,boolean,not_null,
public,source_dataset_definitions,19,source_system,character varying(100),nullable,
public,source_dataset_definitions,2,connection_profile_id,uuid,not_null,
public,source_dataset_definitions,20,source_record_id,character varying(100),nullable,
public,source_dataset_definitions,21,is_deleted,boolean,not_null,
public,source_dataset_definitions,22,deleted_at_utc,timestamp with time zone,nullable,
public,source_dataset_definitions,23,deleted_reason,character varying(500),nullable,
public,source_dataset_definitions,3,dataset_code,character varying(100),not_null,
public,source_dataset_definitions,4,dataset_name,character varying(200),not_null,
public,source_dataset_definitions,5,dataset_kind,character varying(50),not_null,
public,source_dataset_definitions,6,next_run_at_utc,timestamp with time zone,nullable,
public,source_dataset_definitions,7,source_object_name,character varying(300),not_null,
public,source_dataset_definitions,8,source_schema_name,character varying(200),nullable,
public,source_dataset_definitions,9,primary_timestamp_field,character varying(200),nullable,
public,source_field_definitions,1,id,uuid,not_null,
public,source_field_definitions,10,numeric_scale,integer,nullable,
public,source_field_definitions,11,sample_value,character varying(2000),nullable,
public,source_field_definitions,12,is_primary_key_candidate,boolean,not_null,
public,source_field_definitions,13,is_timestamp_candidate,boolean,not_null,
public,source_field_definitions,14,is_active,boolean,not_null,
public,source_field_definitions,15,created_at_utc,timestamp with time zone,not_null,
public,source_field_definitions,16,updated_at_utc,timestamp with time zone,nullable,
public,source_field_definitions,17,is_synthetic,boolean,not_null,
public,source_field_definitions,18,source_system,character varying(100),nullable,
public,source_field_definitions,19,source_record_id,character varying(100),nullable,
public,source_field_definitions,2,source_dataset_definition_id,uuid,not_null,
public,source_field_definitions,20,is_deleted,boolean,not_null,
public,source_field_definitions,21,deleted_at_utc,timestamp with time zone,nullable,
public,source_field_definitions,22,deleted_reason,character varying(500),nullable,
public,source_field_definitions,3,field_name,character varying(200),not_null,
public,source_field_definitions,4,display_name,character varying(200),not_null,
public,source_field_definitions,5,source_data_type,character varying(100),not_null,
public,source_field_definitions,6,ordinal,integer,not_null,
public,source_field_definitions,7,is_nullable,boolean,not_null,
public,source_field_definitions,8,max_length,integer,nullable,
public,source_field_definitions,9,numeric_precision,integer,nullable,
public,source_system_definitions,1,id,uuid,not_null,
public,source_system_definitions,10,is_synthetic,boolean,not_null,
public,source_system_definitions,11,source_system,character varying(100),nullable,
public,source_system_definitions,12,source_record_id,character varying(100),nullable,
public,source_system_definitions,13,is_deleted,boolean,not_null,
public,source_system_definitions,14,deleted_at_utc,timestamp with time zone,nullable,
public,source_system_definitions,15,deleted_reason,character varying(500),nullable,
public,source_system_definitions,2,source_system_code,character varying(100),not_null,
public,source_system_definitions,3,source_system_name,character varying(200),not_null,
public,source_system_definitions,4,source_system_type,character varying(50),not_null,
public,source_system_definitions,5,description,character varying(1000),nullable,
public,source_system_definitions,6,is_read_only_source,boolean,not_null,
public,source_system_definitions,7,is_active,boolean,not_null,true
public,source_system_definitions,8,created_at_utc,timestamp with time zone,not_null,
public,source_system_definitions,9,updated_at_utc,timestamp with time zone,nullable,
public,source_table_dump_registry,1,id,uuid,not_null,gen_random_uuid()
public,source_table_dump_registry,10,dump_schema_name,text,not_null,'dump_store'::text
public,source_table_dump_registry,11,dump_table_name,text,not_null,
public,source_table_dump_registry,12,primary_key_columns,text[],not_null,
public,source_table_dump_registry,13,last_index_column,text,not_null,
public,source_table_dump_registry,14,last_index_value_text,text,nullable,
public,source_table_dump_registry,15,last_index_value_type,text,nullable,
public,source_table_dump_registry,16,source_columns_json,jsonb,not_null,'[]'::jsonb
public,source_table_dump_registry,17,source_column_count,integer,not_null,0
public,source_table_dump_registry,18,source_shape_hash,text,nullable,
public,source_table_dump_registry,19,stage1_status,text,not_null,'NeverRun'::text
public,source_table_dump_registry,2,created_at_utc,timestamp with time zone,not_null,now()
public,source_table_dump_registry,20,stage2_status,text,not_null,'NeverRun'::text
public,source_table_dump_registry,21,last_stage1_run_id,uuid,nullable,
public,source_table_dump_registry,22,last_stage2_run_id,uuid,nullable,
public,source_table_dump_registry,23,last_stage1_started_at_utc,timestamp with time zone,nullable,
public,source_table_dump_registry,24,last_stage1_completed_at_utc,timestamp with time zone,nullable,
public,source_table_dump_registry,25,last_stage1_duration_ms,bigint,nullable,
public,source_table_dump_registry,26,last_stage1_inserted_rows,bigint,not_null,0
public,source_table_dump_registry,27,last_stage2_started_at_utc,timestamp with time zone,nullable,
public,source_table_dump_registry,28,last_stage2_completed_at_utc,timestamp with time zone,nullable,
public,source_table_dump_registry,29,last_stage2_duration_ms,bigint,nullable,
public,source_table_dump_registry,3,updated_at_utc,timestamp with time zone,nullable,
public,source_table_dump_registry,30,last_stage2_canonical_rows,bigint,not_null,0
public,source_table_dump_registry,31,last_synced_at_utc,timestamp with time zone,nullable,
public,source_table_dump_registry,32,last_error,text,nullable,
public,source_table_dump_registry,33,import_cycle_minutes,integer,not_null,2
public,source_table_dump_registry,34,hmi_refresh_seconds,integer,not_null,30
public,source_table_dump_registry,35,lease_owner,text,nullable,
public,source_table_dump_registry,36,lease_until_utc,timestamp with time zone,nullable,
public,source_table_dump_registry,37,is_active,boolean,not_null,true
public,source_table_dump_registry,4,is_deleted,boolean,not_null,false
public,source_table_dump_registry,5,deleted_at_utc,timestamp with time zone,nullable,
public,source_table_dump_registry,6,deleted_reason,text,nullable,
public,source_table_dump_registry,7,source_system_code,text,not_null,
public,source_table_dump_registry,8,source_schema_name,text,not_null,
public,source_table_dump_registry,9,source_table_name,text,not_null,
public,staging_records,1,id,uuid,not_null,
public,staging_records,10,canonical_entity_id,uuid,nullable,
public,staging_records,11,canonical_entity_name,character varying(200),nullable,
public,staging_records,12,created_at_utc,timestamp with time zone,not_null,
public,staging_records,13,updated_at_utc,timestamp with time zone,nullable,
public,staging_records,14,is_synthetic,boolean,not_null,
public,staging_records,15,source_system,character varying(100),nullable,
public,staging_records,16,source_record_id,character varying(100),nullable,
public,staging_records,17,is_deleted,boolean,not_null,
public,staging_records,18,deleted_at_utc,timestamp with time zone,nullable,
public,staging_records,19,deleted_reason,character varying(500),nullable,
public,staging_records,2,import_batch_id,uuid,not_null,
public,staging_records,3,source_object_name,character varying(200),not_null,
public,staging_records,4,row_number,integer,not_null,
public,staging_records,5,raw_json,jsonb,not_null,
public,staging_records,6,is_processed,boolean,not_null,
public,staging_records,7,processed_at_utc,timestamp with time zone,nullable,
public,staging_records,8,processing_status,character varying(50),not_null,
public,staging_records,9,processing_error,character varying(4000),nullable,
public,tenant_isolation_decisions,1,id,uuid,not_null,
public,tenant_isolation_decisions,10,valid_until_utc,timestamp with time zone,nullable,
public,tenant_isolation_decisions,11,approved_by,text,nullable,
public,tenant_isolation_decisions,12,evidence_json,jsonb,not_null,'{}'::jsonb
public,tenant_isolation_decisions,13,created_at_utc,timestamp with time zone,not_null,now()
public,tenant_isolation_decisions,14,updated_at_utc,timestamp with time zone,nullable,
public,tenant_isolation_decisions,15,is_deleted,boolean,not_null,false
public,tenant_isolation_decisions,2,decision_code,text,not_null,
public,tenant_isolation_decisions,3,decision_title,text,not_null,
public,tenant_isolation_decisions,4,selected_model,text,not_null,
public,tenant_isolation_decisions,5,decision_status,text,not_null,'LockedForPilot'::text
public,tenant_isolation_decisions,6,decision_reason,text,not_null,
public,tenant_isolation_decisions,7,allowed_scope,text,not_null,
public,tenant_isolation_decisions,8,blocked_scope,text,not_null,
public,tenant_isolation_decisions,9,valid_from_utc,timestamp with time zone,not_null,now()
public,two_stage_import_runs,1,id,uuid,not_null,gen_random_uuid()
public,two_stage_import_runs,10,started_at_utc,timestamp with time zone,not_null,now()
public,two_stage_import_runs,11,completed_at_utc,timestamp with time zone,nullable,
public,two_stage_import_runs,12,duration_ms,bigint,nullable,
public,two_stage_import_runs,13,inserted_rows,bigint,not_null,0
public,two_stage_import_runs,14,skipped_existing_rows,bigint,not_null,0
public,two_stage_import_runs,15,canonical_rows,bigint,not_null,0
public,two_stage_import_runs,16,last_index_before,text,nullable,
public,two_stage_import_runs,17,last_index_after,text,nullable,
public,two_stage_import_runs,18,requested_by,text,nullable,
public,two_stage_import_runs,19,correlation_id,text,nullable,
public,two_stage_import_runs,2,registry_id,uuid,nullable,
public,two_stage_import_runs,20,message,text,nullable,
public,two_stage_import_runs,21,failure_reason,text,nullable,
public,two_stage_import_runs,22,result_json,jsonb,not_null,'{}'::jsonb
public,two_stage_import_runs,3,run_kind,text,not_null,
public,two_stage_import_runs,4,run_status,text,not_null,
public,two_stage_import_runs,5,source_system_code,text,nullable,
public,two_stage_import_runs,6,source_schema_name,text,nullable,
public,two_stage_import_runs,7,source_table_name,text,nullable,
public,two_stage_import_runs,8,dump_schema_name,text,nullable,
public,two_stage_import_runs,9,dump_table_name,text,nullable,
public,two_stage_processed_watermarks,1,id,uuid,not_null,gen_random_uuid()
public,two_stage_processed_watermarks,2,registry_id,uuid,not_null,
public,two_stage_processed_watermarks,3,consumer_code,text,not_null,'STAGE2_CANONICAL'::text
public,two_stage_processed_watermarks,4,last_processed_index_value_text,text,nullable,
public,two_stage_processed_watermarks,5,last_processed_at_utc,timestamp with time zone,nullable,
public,two_stage_processed_watermarks,6,processed_rows,bigint,not_null,0
public,two_stage_processed_watermarks,7,updated_at_utc,timestamp with time zone,not_null,now()
public,v_phase1_kpi_quality_temperature_window,1,mill_line,text,nullable,
public,v_phase1_kpi_quality_temperature_window,2,production_day_utc,timestamp with time zone,nullable,
public,v_phase1_kpi_quality_temperature_window,3,coil_count,bigint,nullable,
public,v_phase1_kpi_quality_temperature_window,4,avg_fdt_c,numeric,nullable,
public,v_phase1_kpi_quality_temperature_window,5,avg_ct_c,numeric,nullable,
public,v_phase1_kpi_quality_temperature_window,6,defect_count,bigint,nullable,
public,v_phase1_kpi_quality_temperature_window,7,defects_per_100_coils,numeric,nullable,
public,v_phase1_kpi_quality_temperature_window,8,first_rolling_time_utc,timestamp with time zone,nullable,
public,v_phase1_kpi_quality_temperature_window,9,last_rolling_time_utc,timestamp with time zone,nullable,
public,v_phase1_material_genealogy_join,1,heat_no,text,nullable,
public,v_phase1_material_genealogy_join,10,caster_cut_time_utc,timestamp with time zone,nullable,
public,v_phase1_material_genealogy_join,11,rolling_start_time,timestamp with time zone,nullable,
public,v_phase1_material_genealogy_join,12,rolling_end_time,timestamp with time zone,nullable,
public,v_phase1_material_genealogy_join,13,slab_width_mm,"numeric(10,2)",nullable,
public,v_phase1_material_genealogy_join,14,slab_thickness_mm,"numeric(10,2)",nullable,
public,v_phase1_material_genealogy_join,15,coil_width_mm,"numeric(10,2)",nullable,
public,v_phase1_material_genealogy_join,16,coil_thickness_mm,"numeric(10,4)",nullable,
public,v_phase1_material_genealogy_join,17,actual_fdt_c,"numeric(8,2)",nullable,
public,v_phase1_material_genealogy_join,18,actual_ct_c,"numeric(8,2)",nullable,
public,v_phase1_material_genealogy_join,2,slab_id,text,nullable,
public,v_phase1_material_genealogy_join,3,coil_id,text,nullable,
public,v_phase1_material_genealogy_join,4,steel_grade,text,nullable,
public,v_phase1_material_genealogy_join,5,furnace_code,text,nullable,
public,v_phase1_material_genealogy_join,6,caster_id,text,nullable,
public,v_phase1_material_genealogy_join,7,strand_no,integer,nullable,
public,v_phase1_material_genealogy_join,8,mill_line,text,nullable,
public,v_phase1_material_genealogy_join,9,tap_start_utc,timestamp with time zone,nullable,
public,v_phase1_surface_defect_join,1,coil_id,text,nullable,
public,v_phase1_surface_defect_join,10,position_start_m,"numeric(14,3)",nullable,
public,v_phase1_surface_defect_join,11,position_end_m,"numeric(14,3)",nullable,
public,v_phase1_surface_defect_join,12,confidence_pct,"numeric(8,4)",nullable,
public,v_phase1_surface_defect_join,13,event_time_utc,timestamp with time zone,nullable,
public,v_phase1_surface_defect_join,14,actual_fdt_c,"numeric(8,2)",nullable,
public,v_phase1_surface_defect_join,15,actual_ct_c,"numeric(8,2)",nullable,
public,v_phase1_surface_defect_join,16,actual_thickness_mm,"numeric(10,4)",nullable,
public,v_phase1_surface_defect_join,17,actual_width_mm,"numeric(10,2)",nullable,
public,v_phase1_surface_defect_join,2,slab_id,text,nullable,
public,v_phase1_surface_defect_join,3,heat_no,text,nullable,
public,v_phase1_surface_defect_join,4,mill_line,text,nullable,
public,v_phase1_surface_defect_join,5,defect_code,text,nullable,
public,v_phase1_surface_defect_join,6,defect_name,text,nullable,
public,v_phase1_surface_defect_join,7,defect_class,text,nullable,
public,v_phase1_surface_defect_join,8,defect_severity,text,nullable,
public,v_phase1_surface_defect_join,9,side_code,text,nullable,
public,v_phase3_dump_kpi_quality_temperature_window,1,mill_line,text,nullable,
public,v_phase3_dump_kpi_quality_temperature_window,2,production_day_utc,timestamp with time zone,nullable,
public,v_phase3_dump_kpi_quality_temperature_window,3,coil_count,bigint,nullable,
public,v_phase3_dump_kpi_quality_temperature_window,4,avg_fdt_c,numeric,nullable,
public,v_phase3_dump_kpi_quality_temperature_window,5,avg_ct_c,numeric,nullable,
public,v_phase3_dump_kpi_quality_temperature_window,6,defect_count,bigint,nullable,
public,v_phase3_dump_kpi_quality_temperature_window,7,defects_per_100_coils,numeric,nullable,
public,v_phase3_dump_kpi_quality_temperature_window,8,first_rolling_time_utc,timestamp with time zone,nullable,
public,v_phase3_dump_kpi_quality_temperature_window,9,last_rolling_time_utc,timestamp with time zone,nullable,
public,v_phase3_dump_material_genealogy_join,1,heat_no,text,nullable,
public,v_phase3_dump_material_genealogy_join,10,caster_cut_time_utc,timestamp with time zone,nullable,
public,v_phase3_dump_material_genealogy_join,11,rolling_start_time,timestamp with time zone,nullable,
public,v_phase3_dump_material_genealogy_join,12,rolling_end_time,timestamp with time zone,nullable,
public,v_phase3_dump_material_genealogy_join,13,slab_width_mm,"numeric(10,2)",nullable,
public,v_phase3_dump_material_genealogy_join,14,slab_thickness_mm,"numeric(10,2)",nullable,
public,v_phase3_dump_material_genealogy_join,15,coil_width_mm,"numeric(10,2)",nullable,
public,v_phase3_dump_material_genealogy_join,16,coil_thickness_mm,"numeric(10,4)",nullable,
public,v_phase3_dump_material_genealogy_join,17,actual_fdt_c,"numeric(8,2)",nullable,
public,v_phase3_dump_material_genealogy_join,18,actual_ct_c,"numeric(8,2)",nullable,
public,v_phase3_dump_material_genealogy_join,2,slab_id,text,nullable,
public,v_phase3_dump_material_genealogy_join,3,coil_id,text,nullable,
public,v_phase3_dump_material_genealogy_join,4,steel_grade,text,nullable,
public,v_phase3_dump_material_genealogy_join,5,furnace_code,text,nullable,
public,v_phase3_dump_material_genealogy_join,6,caster_id,text,nullable,
public,v_phase3_dump_material_genealogy_join,7,strand_no,integer,nullable,
public,v_phase3_dump_material_genealogy_join,8,mill_line,text,nullable,
public,v_phase3_dump_material_genealogy_join,9,tap_start_utc,timestamp with time zone,nullable,
public,v_phase3_dump_surface_defect_join,1,coil_id,text,nullable,
public,v_phase3_dump_surface_defect_join,10,position_start_m,"numeric(14,3)",nullable,
public,v_phase3_dump_surface_defect_join,11,position_end_m,"numeric(14,3)",nullable,
public,v_phase3_dump_surface_defect_join,12,confidence_pct,"numeric(8,4)",nullable,
public,v_phase3_dump_surface_defect_join,13,event_time_utc,timestamp with time zone,nullable,
public,v_phase3_dump_surface_defect_join,14,actual_fdt_c,"numeric(8,2)",nullable,
public,v_phase3_dump_surface_defect_join,15,actual_ct_c,"numeric(8,2)",nullable,
