"RelativePath","Category","CategoryTitle","Classification","Extension","Lines","SizeBytes","SizeKB","LastWriteTime"
"Backend\PlantProcess.Application\Integration\Interfaces\Import\IImportBatchQueueProcessorService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Interface",".cs","18","500","0.49","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Interfaces\Import\IImportBatchService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Interface",".cs","70","2160","2.11","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Interfaces\Import\IImportWorkflowService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Interface",".cs","16","452","0.44","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Interfaces\Jobs\IJobDefinitionService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Interface",".cs","46","1539","1.5","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Interfaces\Jobs\IJobRegistrationService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Interface",".cs","18","551","0.54","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Interfaces\Jobs\IJobRunOrchestratorService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Interface",".cs","17","500","0.49","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Interfaces\Jobs\IJobRuntimeService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Interface",".cs","32","1007","0.98","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Interfaces\Mapping\IMappingDefinitionService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Interface",".cs","36","1422","1.39","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Interfaces\Mapping\IMappingExecutionService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Interface",".cs","24","671","0.66","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Interfaces\SchemaConfiguration\ISchemaConfigurationService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Interface",".cs","54","1929","1.88","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Interfaces\SchemaConfiguration\ISchemaReader.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Interface",".cs","24","771","0.75","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Interfaces\SourceSystems\IDataSourceConnector.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Interface",".cs","32","814","0.79","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Interfaces\SourceSystems\IDataSourceConnectorFactory.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Interface",".cs","21","598","0.58","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Interfaces\SourceSystems\IDataSourceReader.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Interface",".cs","34","1095","1.07","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Interfaces\SourceSystems\IIncrementalSyncStateService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Interface",".cs","23","703","0.69","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Interfaces\SourceSystems\ISourceSystemService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Interface",".cs","26","804","0.79","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Interfaces\Staging\IStagingRecordService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Interface",".cs","16","478","0.47","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Services\Connectors\ConnectorConfigurationService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","1226","50384","49.2","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Services\Import\ImportBatchQueueProcessorService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","172","7456","7.28","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Services\Import\ImportBatchService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","156","5997","5.86","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Services\Import\ImportWorkflowService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","272","13507","13.19","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Services\Jobs\JobDefinitionService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","337","12612","12.32","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Services\Jobs\JobRegistrationService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","287","12346","12.06","5/19/2026 10:56:55 AM"
"Backend\PlantProcess.Application\Integration\Services\Jobs\JobRunOrchestratorService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","205","8304","8.11","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Services\Jobs\JobRuntimeService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","161","6280","6.13","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Services\Mapping\MappingDefinitionService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","234","11773","11.5","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Services\Mapping\MappingExecutionService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","899","37268","36.39","5/19/2026 10:46:05 AM"
"Backend\PlantProcess.Application\Integration\Services\SchemaConfiguration\SchemaConfigurationService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","380","15429","15.07","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Services\SourceSystems\IncrementalSyncStateService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","93","3579","3.5","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Services\SourceSystems\SourceSystemService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","76","3146","3.07","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Integration\Services\Staging\StagingRecordService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","133","5415","5.29","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\PlantProcess.Application.csproj","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Layer Source",".csproj","33","1141","1.11","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Reporting\InvestigationReportDtos.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Layer Source",".cs","33","860","0.84","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Services\DataQuality\DataQualityService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","523","26289","25.67","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Services\DataQuality\IDataQualityService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","55","2365","2.31","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Services\Materials\GenealogyService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","129","5121","5","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Services\Materials\IGenealogyService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","26","760","0.74","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Services\Materials\IMaterialService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","39","1197","1.17","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Services\Materials\MaterialService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","173","7098","6.93","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Services\PlantLayout\IPlantLayoutQueryService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","19","1147","1.12","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Services\PlantLayout\PlantLayoutQueryService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","120","7226","7.06","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Services\Process\IProcessDataService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","30","973","0.95","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Services\Process\ProcessDataService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","413","18298","17.87","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Services\Quality\IQualityQueryService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","15","530","0.52","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Services\Quality\IQualityService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","18","500","0.49","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Services\Quality\QualityQueryService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","101","4694","4.58","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Services\Quality\QualityService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","137","5757","5.62","5/19/2026 12:19:14 AM"
"Backend\PlantProcess.Application\Services\Readiness\ApplicationReadinessService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","930","37398","36.52","5/19/2026 12:06:17 PM"
"Backend\PlantProcess.Application\Services\Readiness\IApplicationReadinessService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","23","839","0.82","5/19/2026 12:05:15 PM"
"Backend\PlantProcess.Application\Services\Reporting\IInvestigationReportService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","21","617","0.6","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Application\Services\Reporting\InvestigationReportService.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Application Service",".cs","257","12476","12.18","5/19/2026 10:33:23 AM"
"Backend\PlantProcess.Domain\Common\BaseEntity.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Source",".cs","24","881","0.86","5/6/2026 8:54:15 PM"
"Backend\PlantProcess.Domain\Entities\Analytics\CorrelationResult.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","54","1933","1.89","5/11/2026 2:21:22 PM"
"Backend\PlantProcess.Domain\Entities\Analytics\ModelRegistry.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","67","2829","2.76","5/11/2026 3:36:51 PM"
"Backend\PlantProcess.Domain\Entities\Analytics\RiskScore.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","103","3336","3.26","5/19/2026 10:18:55 AM"
"Backend\PlantProcess.Domain\Entities\Configuration\IndustryTemplate.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","65","2005","1.96","5/10/2026 9:51:19 AM"
"Backend\PlantProcess.Domain\Entities\Configuration\MaterialUnitTypeDefinition.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","65","2078","2.03","5/10/2026 9:51:33 AM"
"Backend\PlantProcess.Domain\Entities\Configuration\OperationDefinition.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","70","2217","2.17","5/10/2026 9:51:47 AM"
"Backend\PlantProcess.Domain\Entities\Configuration\Route.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","64","1816","1.77","5/10/2026 9:52:01 AM"
"Backend\PlantProcess.Domain\Entities\Configuration\RouteStep.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","55","1770","1.73","5/10/2026 9:52:09 AM"
"Backend\PlantProcess.Domain\Entities\Dashboarding\DashboardDefinition.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","115","3136","3.06","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Domain\Entities\Dashboarding\DashboardWidgetDefinition.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","168","5648","5.52","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Domain\Entities\Integration\ConnectionProfile.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","239","8026","7.84","5/16/2026 2:06:23 PM"
"Backend\PlantProcess.Domain\Entities\Integration\ImportBatch.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","99","3090","3.02","5/11/2026 12:13:25 PM"
"Backend\PlantProcess.Domain\Entities\Integration\JobDefinition.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","233","7452","7.28","5/16/2026 12:32:31 PM"
"Backend\PlantProcess.Domain\Entities\Integration\JobRunHistory.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","136","4550","4.44","5/16/2026 1:54:50 PM"
"Backend\PlantProcess.Domain\Entities\Integration\KpiDefinition.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","176","5721","5.59","5/16/2026 11:42:48 AM"
"Backend\PlantProcess.Domain\Entities\Integration\MappingDefinition.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","104","3688","3.6","5/10/2026 9:15:41 AM"
"Backend\PlantProcess.Domain\Entities\Integration\SchemaViewDefinition.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","216","7307","7.14","5/16/2026 11:42:23 AM"
"Backend\PlantProcess.Domain\Entities\Integration\SourceDatasetDefinition.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","181","6177","6.03","5/16/2026 10:58:18 AM"
"Backend\PlantProcess.Domain\Entities\Integration\SourceFieldDefinition.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","142","4634","4.53","5/16/2026 10:55:57 AM"
"Backend\PlantProcess.Domain\Entities\Integration\SourceSystemDefinition.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","102","4251","4.15","5/11/2026 10:58:47 AM"
"Backend\PlantProcess.Domain\Entities\Integration\StagingRecord.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","117","3807","3.72","5/11/2026 12:16:36 PM"
"Backend\PlantProcess.Domain\Entities\Materials\GenealogyEdge.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","66","2399","2.34","5/7/2026 11:43:44 AM"
"Backend\PlantProcess.Domain\Entities\Materials\MaterialAlias.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","41","1277","1.25","5/7/2026 11:42:03 AM"
"Backend\PlantProcess.Domain\Entities\Materials\MaterialUnit.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","145","4748","4.64","5/7/2026 11:42:45 AM"
"Backend\PlantProcess.Domain\Entities\PlantLayout\Area.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","65","1902","1.86","5/7/2026 12:17:06 PM"
"Backend\PlantProcess.Domain\Entities\PlantLayout\Equipment.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","97","2886","2.82","5/7/2026 12:17:17 PM"
"Backend\PlantProcess.Domain\Entities\PlantLayout\Site.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","49","1480","1.45","5/7/2026 11:58:44 AM"
"Backend\PlantProcess.Domain\Entities\Process\DowntimeEvent.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","90","3020","2.95","5/7/2026 11:43:44 AM"
"Backend\PlantProcess.Domain\Entities\Process\ParameterDefinition.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","65","2266","2.21","5/7/2026 11:42:28 AM"
"Backend\PlantProcess.Domain\Entities\Process\ParameterObservation.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","113","3741","3.65","5/7/2026 11:42:36 AM"
"Backend\PlantProcess.Domain\Entities\Process\ProcessEvent.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","77","2463","2.41","5/7/2026 11:43:20 AM"
"Backend\PlantProcess.Domain\Entities\Process\ProcessStepExecution.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","189","6640","6.48","5/11/2026 12:17:36 PM"
"Backend\PlantProcess.Domain\Entities\Quality\DataQualityIssue.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","76","2629","2.57","5/11/2026 12:17:58 PM"
"Backend\PlantProcess.Domain\Entities\Quality\DefectCatalog.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","46","1417","1.38","5/11/2026 2:21:22 PM"
"Backend\PlantProcess.Domain\Entities\Quality\QualityEvent.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Entity",".cs","79","2547","2.49","5/7/2026 11:43:44 AM"
"Backend\PlantProcess.Domain\Enums\Integration\JobDefinitionType.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Enum",".cs","24","660","0.64","5/16/2026 12:31:38 PM"
"Backend\PlantProcess.Domain\Enums\Integration\JobRunStatus.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Enum",".cs","13","265","0.26","5/16/2026 12:31:58 PM"
"Backend\PlantProcess.Domain\PlantProcess.Domain.csproj","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Domain Source",".csproj","9","218","0.21","5/7/2026 12:21:16 PM"
"Backend\PlantProcess.Infrastructure\Bulk\ParameterObservationInsertRow.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Bulk / Ingestion Support",".cs","50","1310","1.28","5/11/2026 3:17:23 PM"
"Backend\PlantProcess.Infrastructure\Bulk\TelemetryBulkRepository.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Bulk / Ingestion Support",".cs","228","8287","8.09","5/11/2026 3:17:00 PM"
"Backend\PlantProcess.Infrastructure\Bulk\TelemetryChannelBuffer.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Bulk / Ingestion Support",".cs","43","1779","1.74","5/10/2026 8:47:57 PM"
"Backend\PlantProcess.Infrastructure\Connectors\Common\ConnectorOptions.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Connector Infrastructure",".cs","60","2267","2.21","5/19/2026 11:09:14 AM"
"Backend\PlantProcess.Infrastructure\Connectors\Common\DataSourceConnectorFactory.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Connector Infrastructure",".cs","85","3072","3","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Connectors\Csv\CsvConnector.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Connector Infrastructure",".cs","505","18787","18.35","5/21/2026 1:16:18 PM"
"Backend\PlantProcess.Infrastructure\Connectors\Excel\ExcelConnector.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Connector Infrastructure",".cs","407","15902","15.53","5/19/2026 11:09:14 AM"
"Backend\PlantProcess.Infrastructure\Connectors\PostgreSql\PostgreSqlConnector.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Connector Infrastructure",".cs","323","12940","12.64","5/19/2026 12:18:38 PM"
"Backend\PlantProcess.Infrastructure\DependencyInjection.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","Infrastructure Source",".cs","67","3014","2.94","5/19/2026 12:09:03 PM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Analytics\CorrelationResultConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","37","1851","1.81","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Analytics\ModelRegistryConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","40","2005","1.96","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Analytics\RiskScoreConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","71","2532","2.47","5/19/2026 10:19:24 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Common\PostgresConcurrencyExtensions.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","21","821","0.8","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Configuration\IndustryTemplateConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","32","1356","1.32","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Configuration\MaterialUnitTypeDefinitionConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","35","1481","1.45","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Configuration\OperationDefinitionConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","37","1554","1.52","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Configuration\RouteConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","38","1557","1.52","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Configuration\RouteStepConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","41","1589","1.55","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Dashboarding\DashboardDefinitionConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","76","2300","2.25","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Dashboarding\DashboardWidgetDefinitionConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","106","3089","3.02","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Integration\ConnectionProfileConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","70","3126","3.05","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Integration\ImportBatchConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","43","1881","1.84","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Integration\JobDefinitionConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","85","2671","2.61","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Integration\JobRunHistoryConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","90","2842","2.78","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Integration\KpiDefinitionConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","54","2345","2.29","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Integration\MappingDefinitionConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","74","2185","2.13","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Integration\SchemaViewDefinitionConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","64","2663","2.6","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Integration\SourceDatasetDefinitionConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","55","2483","2.42","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Integration\SourceFieldDefinitionConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","44","1963","1.92","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Integration\SourceSystemDefinitionConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","34","1433","1.4","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Integration\StagingRecordConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","44","2143","2.09","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Materials\GenealogyEdgeConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","44","1903","1.86","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Materials\MaterialAliasConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","40","1546","1.51","5/19/2026 12:19:15 AM"
"Backend\PlantProcess.Infrastructure\Persistence\Configurations\Materials\MaterialUnitConfiguration.cs","01_Backend_Core","Backend Core: API, Application, Domain, Infrastructure, Workers","EF Core Configuration",".cs","60","2833","2.77","5/19/2026 12:19:15 AM"
