seq	tier	position	path	sha256_manifest	sha256_actual	sha_state	exec_state
29	scripts	21	Backend/database/scripts/207_fix_dashboard_widget_expression_smallint_schema_drift.sql	27E18C3E6718D31F1B4ABC151231F9BF1F5CE8BCEEA3133A2ECB35342D62C685	27E18C3E6718D31F1B4ABC151231F9BF1F5CE8BCEEA3133A2ECB35342D62C685	MATCH	EXECUTED
30	scripts	22	Backend/database/scripts/250_p3_advanced_analysis_tenant_scope.sql	EB53A6B460E7C4A245851E56CFB4AD6C8C3026052FA6D38BC645618C201F950F	EB53A6B460E7C4A245851E56CFB4AD6C8C3026052FA6D38BC645618C201F950F	MATCH	EXECUTED
31	scripts	23	Backend/database/scripts/251_p1_correlation_method_honesty.sql	8C01B54905A37B906DFDC32E43366465C3E3C31CB7EE73E5B8DE7E7DE807BEB7	8C01B54905A37B906DFDC32E43366465C3E3C31CB7EE73E5B8DE7E7DE807BEB7	MATCH	EXECUTED
32	scripts	24	Backend/database/scripts/252_job_event_log.sql	BD388B79D9983DC5DF4010198087AFE72BDC249B3303F48D8DAC15EC20F02409	BD388B79D9983DC5DF4010198087AFE72BDC249B3303F48D8DAC15EC20F02409	MATCH	EXECUTED
33	scripts	25	Backend/database/scripts/300_p01_p02_security_access_control_spine.sql	8484EC4AA6247082859DC7EE38A0F40AAFF72D90C19697F7303F24523A81D64A	8484EC4AA6247082859DC7EE38A0F40AAFF72D90C19697F7303F24523A81D64A	MATCH	EXECUTED
34	scripts	26	Backend/database/scripts/301_p01_p02_authstore_compatibility_bridge.sql	BE16B92D5920C9EC9F762F8AC00C103777A1831AD6A9A826F7B18FDF1C68D568	BE16B92D5920C9EC9F762F8AC00C103777A1831AD6A9A826F7B18FDF1C68D568	MATCH	EXECUTED
35	scripts	27	Backend/database/scripts/302_p01_p02_authstore_lineage_lock.sql	AE6944F62E4CDA898CDCD200863709E5061A757607979B2D698D4F2D48FACCD8	AE6944F62E4CDA898CDCD200863709E5061A757607979B2D698D4F2D48FACCD8	MATCH	EXECUTED
36	scripts	28	Backend/database/scripts/302_p02_authstore_runtime_lineage_lock.sql	8DE4702420F9B67A4FB5A4B726451EB0E5B7C50FB5ACFF73899473F0EAB1F1CF	8DE4702420F9B67A4FB5A4B726451EB0E5B7C50FB5ACFF73899473F0EAB1F1CF	MATCH	EXECUTED
37	scripts	29	Backend/database/scripts/310_mapping_genealogy_foundation.sql	E69902008B28A123A02FC8A46E06816FEF7881C52F4F66A87207A147A5B4F31D	E69902008B28A123A02FC8A46E06816FEF7881C52F4F66A87207A147A5B4F31D	MATCH	EXECUTED
38	scripts	30	Backend/database/scripts/311_p03_p04_fix_genealogy_walk_and_safe_sql.sql	54620B0331F45DE4F3ADC7D61CC3F398D213AC4771747ACD7059FBE3FBB4818F	54620B0331F45DE4F3ADC7D61CC3F398D213AC4771747ACD7059FBE3FBB4818F	MATCH	EXECUTED
39	scripts	31	Backend/database/scripts/312_p03_p04_completion_pack_a.sql	EC2A10D592D0CA1069410B70AE83640FD6CF8088D3AA0FAAF2022E6968EE9D46	EC2A10D592D0CA1069410B70AE83640FD6CF8088D3AA0FAAF2022E6968EE9D46	MATCH	EXECUTED
40	scripts	32	Backend/database/scripts/313_p03_p04_completion_pack_a_hotfix.sql	AE1FCDB0E4E2052EDC7B90C67AFB59B8BE41C11C3F6E719FCE98560811CF9DAE	AE1FCDB0E4E2052EDC7B90C67AFB59B8BE41C11C3F6E719FCE98560811CF9DAE	MATCH	EXECUTED
41	scripts	33	Backend/database/scripts/320_p3_business_key_reconciliation.sql	F9E682D4A1D0EAD4BD6934DEF1D9A4DDDE9CDD4A8C44AFE0E77B3D0FD44C8EB3	F9E682D4A1D0EAD4BD6934DEF1D9A4DDDE9CDD4A8C44AFE0E77B3D0FD44C8EB3	MATCH	EXECUTED
42	scripts	34	Backend/database/scripts/320_phase2_canonical_completion.sql	AC6CCD9D94D709C61FEF272F996F926517FD6D792DE43C8A7B6A5FA088A557FB	AC6CCD9D94D709C61FEF272F996F926517FD6D792DE43C8A7B6A5FA088A557FB	MATCH	EXECUTED
43	scripts	35	Backend/database/scripts/322_p3_transition_attribution_detailed.sql	6B6DD26A44B379A6F5398E32FD718685F381E2555B386857835AC0FFF6E0C512	6B6DD26A44B379A6F5398E32FD718685F381E2555B386857835AC0FFF6E0C512	MATCH	EXECUTED
44	scripts	36	Backend/database/scripts/360_p05_read_model_refresh_infrastructure.sql	38C245F130D9AC84A288BFFBAF8FA352359988DAA638FDB177A4D52BCFCDB0BD	38C245F130D9AC84A288BFFBAF8FA352359988DAA638FDB177A4D52BCFCDB0BD	MATCH	EXECUTED
45	scripts	37	Backend/database/scripts/361_p05_dashboard_read_models.sql	A69841D995AB30016F2A50DAA83214270E328F370B66D9DED08E8D76C5BB69F0	A69841D995AB30016F2A50DAA83214270E328F370B66D9DED08E8D76C5BB69F0	MATCH	EXECUTED
46	scripts	38	Backend/database/scripts/362_p05_dashboard_read_models_extra.sql	B17B36C50CBF727B7C1855B1A5EECF7F0906F7350073F579DC161097B8260F9E	B17B36C50CBF727B7C1855B1A5EECF7F0906F7350073F579DC161097B8260F9E	MATCH	EXECUTED
47	scripts	39	Backend/database/scripts/363_p05_kpi_targets_alerts.sql	2CFD7EF8D7C6367200EC464A638A3296DA74A4B93DC5893B3D77CE9DED36457A	2CFD7EF8D7C6367200EC464A638A3296DA74A4B93DC5893B3D77CE9DED36457A	MATCH	EXECUTED
