"onDemoPath","page","route","controlType","label","classification","handler","file","line"
"no","pages/PageBuilder","(component)","StandardButton","Delete owned page","UNMOUNTED","deletePageDefinition","Frontend\PlantProcess.Web\src\pages\PageBuilder\PageBuilderPage.implementation.tsx","199"
"no","pages/PageBuilder","(component)","StandardButton","Add","UNMOUNTED","() => dispatch({ type: ""addWidget"", kind: item.kind, title: item.title,","Frontend\PlantProcess.Web\src\pages\PageBuilder\PageBuilderPage.implementation.tsx","260"
"no","pages/PageBuilder","(component)","StandardButton","Move right","UNMOUNTED","() => dispatch({ type: ""moveWidget"", id: widget.id, x: widget.x + 1,","Frontend\PlantProcess.Web\src\pages\PageBuilder\PageBuilderPage.implementation.tsx","304"
"no","pages/PageBuilder","(component)","StandardButton","Resize wider","UNMOUNTED","() => dispatch({ type: ""resizeWidget"", id: widget.id, w: widget.w + 1,","Frontend\PlantProcess.Web\src\pages\PageBuilder\PageBuilderPage.implementation.tsx","318"
"no","pages/PageBuilder","(component)","StandardButton","Remove","UNMOUNTED","() => dispatch({ type: ""removeWidget"", id: widget.id,","Frontend\PlantProcess.Web\src\pages\PageBuilder\PageBuilderPage.implementation.tsx","332"
"no","pages/Phase7ValueScenario","(component)","StandardButton","(no label)","UNMOUNTED","runScenario","Frontend\PlantProcess.Web\src\pages\Phase7ValueScenario\Phase7ValueScenarioPage.tsx","136"
"no","pages/Phase7ValueScenario","(component)","StandardButton","Record tracked value","UNMOUNTED","recordTrackedValue","Frontend\PlantProcess.Web\src\pages\Phase7ValueScenario\Phase7ValueScenarioPage.tsx","139"
"no","pages/Phase8","(component)","StandardButton","(no label)","UNMOUNTED","() => void generate()","Frontend\PlantProcess.Web\src\pages\Phase8\SuggestionRecommendationPage.tsx","124"
"no","pages/Phase8","(component)","StandardButton","Approve for review","UNMOUNTED","() => void decide(item, ""approve"")","Frontend\PlantProcess.Web\src\pages\Phase8\SuggestionRecommendationPage.tsx","165"
"no","pages/Phase8","(component)","StandardButton","Dismiss","UNMOUNTED","() => void decide(item, ""dismiss"")","Frontend\PlantProcess.Web\src\pages\Phase8\SuggestionRecommendationPage.tsx","166"
"no","pages/Phase8","(component)","StandardButton","Save configuration","UNMOUNTED","() => void save()","Frontend\PlantProcess.Web\src\pages\Phase8\AssistantConfigurationPage.tsx","175"
"no","pages/Phase8","(component)","StandardButton","Reset safe defaults","UNMOUNTED","() => void reset()","Frontend\PlantProcess.Web\src\pages\Phase8\AssistantConfigurationPage.tsx","176"
"no","pages/Phase8","(component)","StandardP2Input","(no label)","UNMOUNTED","(event) => setRequest({ ...request, outcomeKey: event.target.value","Frontend\PlantProcess.Web\src\pages\Phase8\SuggestionRecommendationPage.tsx","110"
"no","pages/Phase8","(component)","StandardP2Input","(no label)","UNMOUNTED","(event) => setRequest({ ...request, materialScope: event.target.value","Frontend\PlantProcess.Web\src\pages\Phase8\SuggestionRecommendationPage.tsx","114"
"no","pages/Phase8","(component)","StandardP2Input","(no label)","UNMOUNTED","(event) => setRequest({ ...request, minimumConfidence: Number(event.target.value)","Frontend\PlantProcess.Web\src\pages\Phase8\SuggestionRecommendationPage.tsx","118"
"no","pages/Phase8","(component)","StandardP2Input","Include projected euro value range","UNMOUNTED","(event) => setRequest({ ...request, includeValueProjection: event.target.checked","Frontend\PlantProcess.Web\src\pages\Phase8\SuggestionRecommendationPage.tsx","121"
"no","pages/Phase8","(component)","StandardP2Input","(no label)","UNMOUNTED","(event) => setConfig({ ...config, maxCitations: Number(event.target.value)","Frontend\PlantProcess.Web\src\pages\Phase8\AssistantConfigurationPage.tsx","135"
"no","pages/Phase8","(component)","StandardP2Input","No egress","UNMOUNTED","(event) => setConfig({ ...config, noEgress: event.target.checked","Frontend\PlantProcess.Web\src\pages\Phase8\AssistantConfigurationPage.tsx","143"
"no","pages/Phase8","(component)","StandardP2Input","Require human approval for recommendations","UNMOUNTED","(event) => setConfig({ ...config, requireHumanApprovalForRecommendations: event.target.checked","Frontend\PlantProcess.Web\src\pages\Phase8\AssistantConfigurationPage.tsx","148"
"no","pages/Phase8","(component)","StandardP2Input","Enable suggestion workflow","UNMOUNTED","(event) => setConfig({ ...config, enableSuggestionWorkflow: event.target.checked","Frontend\PlantProcess.Web\src\pages\Phase8\AssistantConfigurationPage.tsx","153"
"no","pages/Phase8","(component)","StandardP2Input","(no label)","UNMOUNTED","() => toggleTool(tool)","Frontend\PlantProcess.Web\src\pages\Phase8\AssistantConfigurationPage.tsx","161"
"no","pages/Phase8","(component)","StandardP2Select","(no label)","UNMOUNTED","(event) => setConfig({ ...config, mode: event.target.value","Frontend\PlantProcess.Web\src\pages\Phase8\AssistantConfigurationPage.tsx","108"
"no","pages/Phase8","(component)","StandardP2Select","(no label)","UNMOUNTED","(event) => setConfig({ ...config, groundingPolicy: event.target.value","Frontend\PlantProcess.Web\src\pages\Phase8\AssistantConfigurationPage.tsx","117"
"no","pages/Phase8","(component)","StandardP2Select","(no label)","UNMOUNTED","(event) => setConfig({ ...config, evidencePolicy: event.target.value","Frontend\PlantProcess.Web\src\pages\Phase8\AssistantConfigurationPage.tsx","126"
"no","pages/PlatformOps","(component)","StandardButton","Refresh Truth","UNMOUNTED","truth.reload","Frontend\PlantProcess.Web\src\pages\PlatformOps\DemoAnalyticsPages.implementation.tsx","146"
"no","pages/PlatformOps","(component)","StandardButton","Open","UNMOUNTED","() => navigate(row.targetRoute)","Frontend\PlantProcess.Web\src\pages\PlatformOps\DemoAnalyticsPages.implementation.tsx","189"
"no","pages/PlatformOps","(component)","StandardButton","Refresh","UNMOUNTED","suggestions.reload","Frontend\PlantProcess.Web\src\pages\PlatformOps\DemoAnalyticsPages.implementation.tsx","204"
"no","pages/PlatformOps","(component)","StandardButton","Refresh Page","UNMOUNTED","page.reload","Frontend\PlantProcess.Web\src\pages\PlatformOps\DemoAnalyticsPages.implementation.tsx","235"
"no","pages/PlatformOps","(component)","StandardButton","Validate Expression","UNMOUNTED","","Frontend\PlantProcess.Web\src\pages\PlatformOps\DemoAnalyticsPages.implementation.tsx","265"
"no","pages/Prep","(component)","StandardP2Button","(no label)","UNMOUNTED","() => addDataset(d)","Frontend\PlantProcess.Web\src\pages\Prep\VisualJoinCanvasPage.tsx","88"
"no","pages/Prep","(component)","StandardP2Button","Preview (dry-run)","UNMOUNTED","doPreview","Frontend\PlantProcess.Web\src\pages\Prep\VisualJoinCanvasPage.tsx","106"
"no","pages/Prep","(component)","StandardP2Button","Publish version","UNMOUNTED","doPublish","Frontend\PlantProcess.Web\src\pages\Prep\VisualJoinCanvasPage.tsx","107"
"no","pages/Prep","(component)","StandardP2Input","Definition name","UNMOUNTED","(e) => setName(e.target.value)","Frontend\PlantProcess.Web\src\pages\Prep\VisualJoinCanvasPage.tsx","103"
"no","pages/ValueEvidence","(component)","StandardButton","(no label)","UNMOUNTED","save.save","Frontend\PlantProcess.Web\src\pages\ValueEvidence\CostAssumptionManagementPage.tsx","211"
"no","pages/ValueEvidence","(component)","StandardP2Input","(no label)","UNMOUNTED","(event) => onChange({ ...value, [key]: Number(event.target.value)","Frontend\PlantProcess.Web\src\pages\ValueEvidence\CostAssumptionManagementPage.tsx","66"
"no","pages/ValueEvidence","(component)","StandardP2Input","(no label)","UNMOUNTED","(event) => setForm({ ...form, currency: event.target.value","Frontend\PlantProcess.Web\src\pages\ValueEvidence\CostAssumptionManagementPage.tsx","174"
"no","pages/ValueEvidence","(component)","StandardP2Select","(no label)","UNMOUNTED","(event) => setLocaleCode(event.target.value as V5LocaleCode)","Frontend\PlantProcess.Web\src\pages\ValueEvidence\CostAssumptionManagementPage.tsx","159"
"no","pages/ValueExecutive","(component)","StandardButton","(no label)","UNMOUNTED","runDashboard","Frontend\PlantProcess.Web\src\pages\ValueExecutive\ValueExecutiveDashboardPage.tsx","88"
"no","pages/ValueExecutive","(component)","StandardButton","Prove ABSTAIN on missing assumptions","UNMOUNTED","runAbstain","Frontend\PlantProcess.Web\src\pages\ValueExecutive\ValueExecutiveDashboardPage.tsx","91"
"no","pages/ValueExecutive","(component)","StandardButton","Open monthly value report PDF","UNMOUNTED","printReport","Frontend\PlantProcess.Web\src\pages\ValueExecutive\ValueExecutiveDashboardPage.tsx","94"
"no","pages/ValueExecutive","(component)","StandardP2Input","(no label)","UNMOUNTED","(event) => setMonthlyLicenseCost(Number(event.target.value))","Frontend\PlantProcess.Web\src\pages\ValueExecutive\ValueExecutiveDashboardPage.tsx","145"
"no","SourceImportPrepPage","(component)","StandardP2Input","),","UNMOUNTED","() => toggle(selectedColumns, c.columnName, setSelectedColumns)","Frontend\PlantProcess.Web\src\pages\SourceImportPrepPage.tsx","223"
"no","SourceImportPrepPage","(component)","StandardP2Input","),","UNMOUNTED","() => toggle(primaryKeys, c.columnName, setPrimaryKeys)","Frontend\PlantProcess.Web\src\pages\SourceImportPrepPage.tsx","247"
"no","SourceImportPrepPage","(component)","StandardP2Input","),","UNMOUNTED","() => setWatermark(c.columnName)","Frontend\PlantProcess.Web\src\pages\SourceImportPrepPage.tsx","259"
"no","SourceImportPrepPage","(component)","StandardP2Input","Optional row filter","UNMOUNTED","(e) => setRowFilter(e.target.value)","Frontend\PlantProcess.Web\src\pages\SourceImportPrepPage.tsx","275"
"no","SourceImportPrepPage","(component)","StandardP2Select","Connected source","UNMOUNTED","(e) => { setProfileId(e.target.value); if (e.target.value) loadTables(e.target.value);","Frontend\PlantProcess.Web\src\pages\SourceImportPrepPage.tsx","154"
"no","standard-components.stories","(component)","StandardButton","Show standard toast","UNMOUNTED","() => toast.notify({ intent: ""success"", title: ""Configuration saved"", description: ""The manufacturing intelligence set","Frontend\PlantProcess.Web\src\ui\standard-components.stories.tsx","54"
"no","standard-components.stories","(component)","StandardButton","Primary","UNMOUNTED","","Frontend\PlantProcess.Web\src\ui\standard-components.stories.tsx","122"
"no","standard-components.stories","(component)","StandardButton","Secondary","UNMOUNTED","","Frontend\PlantProcess.Web\src\ui\standard-components.stories.tsx","123"
"no","standard-components.stories","(component)","StandardButton","Ghost","UNMOUNTED","","Frontend\PlantProcess.Web\src\ui\standard-components.stories.tsx","124"
"no","standard-components.stories","(component)","StandardButton","Danger","UNMOUNTED","","Frontend\PlantProcess.Web\src\ui\standard-components.stories.tsx","125"
"no","standard-components.stories","(component)","StandardButton","Refreshing","UNMOUNTED","","Frontend\PlantProcess.Web\src\ui\standard-components.stories.tsx","126"
"no","standard-components.stories","(component)","StandardButton","Open modal","UNMOUNTED","() => setOpen(true)","Frontend\PlantProcess.Web\src\ui\standard-components.stories.tsx","161"
"no","standard-components.stories","(component)","StandardButton","Cancel","UNMOUNTED","() => setOpen(false)","Frontend\PlantProcess.Web\src\ui\standard-components.stories.tsx","172"
"no","standard-components.stories","(component)","StandardButton","Confirm","UNMOUNTED","() => setOpen(false)","Frontend\PlantProcess.Web\src\ui\standard-components.stories.tsx","175"
"no","StateRenderer","(component)","StandardButton","(no label)","UNMOUNTED","onRetry","Frontend\PlantProcess.Web\src\components\StateRenderer.tsx","85"
"no","StateRenderer","(component)","StandardButton","(no label)","UNMOUNTED","onRetry","Frontend\PlantProcess.Web\src\components\StateRenderer.tsx","112"
"no","V5ConnectorsIdentityPage","(component)","StandardButton","Register mock historian + backfill","UNMOUNTED","registerMockConnector","Frontend\PlantProcess.Web\src\pages\V5ConnectorsIdentityPage.tsx","128"
"no","V5ConnectorsIdentityPage","(component)","StandardButton","Enroll TOTP MFA","UNMOUNTED","enrollMfa","Frontend\PlantProcess.Web\src\pages\V5ConnectorsIdentityPage.tsx","135"
"no","V5NoCodeMapperPage","(component)","StandardButton","Run read-only demo discovery","UNMOUNTED","runDemoDiscovery","Frontend\PlantProcess.Web\src\pages\V5NoCodeMapperPage.tsx","120"
"no","V5OutboundI18nMobilePage","(component)","StandardButton","(no label)","UNMOUNTED","captureDemoLead","Frontend\PlantProcess.Web\src\pages\V5OutboundI18nMobilePage.tsx","177"
"no","V5OutboundI18nMobilePage","(component)","StandardButton","(no label)","UNMOUNTED","sendHighSeverityNotification","Frontend\PlantProcess.Web\src\pages\V5OutboundI18nMobilePage.tsx","181"
"no","V5OutboundI18nMobilePage","(component)","StandardP2Select","(no label)","UNMOUNTED","(event) => setLocaleCode(event.target.value as V5LocaleCode)","Frontend\PlantProcess.Web\src\pages\V5OutboundI18nMobilePage.tsx","141"
"no","V5SsoLicensingPage","(component)","StandardButton","Run mock SSO login","UNMOUNTED","runMockSsoLogin","Frontend\PlantProcess.Web\src\pages\V5SsoLicensingPage.tsx","138"
"no","V5SsoLicensingPage","(component)","StandardButton","Create + activate signed license","UNMOUNTED","createAndActivateLicense","Frontend\PlantProcess.Web\src\pages\V5SsoLicensingPage.tsx","145"
"no","AlertingPage","alerting","StandardButton","Run evaluation","HAS HANDLER","onEvaluate","Frontend\PlantProcess.Web\src\pages\DataIntegration\AlertingPage.tsx","146"
"no","AlertingPage","alerting","StandardButton","Add rule","HAS HANDLER","onCreate","Frontend\PlantProcess.Web\src\pages\DataIntegration\AlertingPage.tsx","196"
"no","App","(component)","StandardButton","Retry connection","HAS HANDLER","retryBootstrap","Frontend\PlantProcess.Web\src\App.tsx","428"
"no","AppLayout","(component)","StandardButton","(no label)","HAS HANDLER","() => setOpen((o) => !o)","Frontend\PlantProcess.Web\src\components\AppLayout.tsx","200"
"no","AppLayout","(component)","StandardButton","(no label)","HAS HANDLER","toggleTheme","Frontend\PlantProcess.Web\src\components\AppLayout.tsx","306"
"no","AppLayout","(component)","StandardButton","Logout","HAS HANDLER","logout","Frontend\PlantProcess.Web\src\components\AppLayout.tsx","338"
"no","AuthorMappingPage","author-mapping","StandardButton","Remove","HAS HANDLER","() => removeRow(row.idx)","Frontend\PlantProcess.Web\src\pages\DataIntegration\AuthorMappingPage.tsx","179"
"no","AuthorMappingPage","author-mapping","StandardButton","Add field","HAS HANDLER","addRow","Frontend\PlantProcess.Web\src\pages\DataIntegration\AuthorMappingPage.tsx","318"
"no","AuthorMappingPage","author-mapping","StandardButton","Save mapping","HAS HANDLER","onSave","Frontend\PlantProcess.Web\src\pages\DataIntegration\AuthorMappingPage.tsx","321"
"no","AuthorMappingPage","author-mapping","StandardButton","Execute projection","HAS HANDLER","onExecute","Frontend\PlantProcess.Web\src\pages\DataIntegration\AuthorMappingPage.tsx","324"
"no","BlockNode","(component)","StandardP2Input",") : (","HAS HANDLER","(e) => data.onField?.(id, f.key, e.target.value)","Frontend\PlantProcess.Web\src\canvas\nodes\BlockNode.tsx","28"
"no","BlockNode","(component)","StandardP2Select","(no label)","HAS HANDLER","(e) => data.onField?.(id, f.key, e.target.value)","Frontend\PlantProcess.Web\src\canvas\nodes\BlockNode.tsx","32"
"no","components/analytics","(component)","StandardButton","View evidence (","HAS HANDLER","() => onOpenEvidence?.(result.evidenceHandle as ProvenanceHandleRef)","Frontend\PlantProcess.Web\src\components\analytics\AdvancedResultPanel.tsx","96"
"no","components/assistant","(component)","StandardButton","(no label)","HAS HANDLER","() => submit(s)","Frontend\PlantProcess.Web\src\components\assistant\AssistantChat.tsx","94"
"no","components/assistant","(component)","StandardButton","Ask","HAS HANDLER","() => submit(text)","Frontend\PlantProcess.Web\src\components\assistant\AssistantChat.tsx","112"
"no","components/assistant","(component)","StandardButton","Source:","HAS HANDLER","() => { setOpenHandle(isOpen ? null : key); onOpenEvidence?.(h);","Frontend\PlantProcess.Web\src\components\assistant\AssistantChat.tsx","155"
"no","components/assistant","(component)","StandardP2Input","Ask about your approved findings...","HAS HANDLER","(e) => setText(e.target.value)","Frontend\PlantProcess.Web\src\components\assistant\AssistantChat.tsx","101"
"no","components/brand","(component)","anchor","SOU PlantProcess IQ home","HAS HANDLER","href:/","Frontend\PlantProcess.Web\src\components\brand\SOUBrand.tsx","15"
"no","components/brand","(component)","anchor","PlantProcess IQ dashboard","HAS HANDLER","href:/dashboard","Frontend\PlantProcess.Web\src\components\brand\ProductBrand.tsx","15"
"no","components/charts","(component)","StandardButton","(no label)","HAS HANDLER","() => selectCell(row)","Frontend\PlantProcess.Web\src\components\charts\InteractiveCharts.tsx","457"
"no","components/conflict","(component)","input","I understand this will replace","HAS HANDLER","(e) => setConfirmOverwrite(e.target.checked)","Frontend\PlantProcess.Web\src\components\conflict\ConflictDialog.tsx","37"
"no","components/conflict","(component)","StandardButton","Cancel","HAS HANDLER","onCancel","Frontend\PlantProcess.Web\src\components\conflict\ConflictDialog.tsx","47"
"no","components/conflict","(component)","StandardButton","Reload latest","HAS HANDLER","onReload","Frontend\PlantProcess.Web\src\components\conflict\ConflictDialog.tsx","50"
"no","components/conflict","(component)","StandardButton","Overwrite anyway","HAS HANDLER","onOverwrite","Frontend\PlantProcess.Web\src\components\conflict\ConflictDialog.tsx","53"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","closeDrilldown","Frontend\PlantProcess.Web\src\components\dashboard\DrilldownDrawer.tsx","21"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","undoSelection","Frontend\PlantProcess.Web\src\components\dashboard\SelectionBreadcrumb.tsx","23"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","clearSelections","Frontend\PlantProcess.Web\src\components\dashboard\SelectionBreadcrumb.tsx","33"
"no","components/dashboard","(component)","StandardButton","Show widgets","HAS HANDLER","showAllWidgets","Frontend\PlantProcess.Web\src\components\dashboard\SelectionBreadcrumb.tsx","43"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","() => { resetLayout(); resetGridLayout();","Frontend\PlantProcess.Web\src\components\dashboard\SelectionBreadcrumb.tsx","51"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","() => onSelect(purpose.code)","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.data-steps.tsx","52"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","onClose","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.view.tsx","83"
"no","components/dashboard","(component)","StandardButton","Use standard query only","HAS HANDLER","onDisableExpression","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.preview-steps.tsx","83"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","() => onSelect(chartType.code)","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.data-steps.tsx","86"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","() => setStep(item)","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.view.tsx","90"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","() => void runPreview()","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\WidgetScriptStep.tsx","91"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","() => { setExpression(template.expression); setPreview(null); setError(null);","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\WidgetScriptStep.tsx","103"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","onPreview","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.preview-steps.tsx","152"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","() => setWidgetChartType(widgetId, ct)","Frontend\PlantProcess.Web\src\components\dashboard\DashboardWidgetCard.tsx","186"
"no","components/dashboard","(component)","StandardButton","Full-row width","HAS HANDLER","() => expandWidgetToFullRow(gridItemId)","Frontend\PlantProcess.Web\src\components\dashboard\DashboardWidgetCard.tsx","200"
"no","components/dashboard","(component)","StandardButton","Compact size","HAS HANDLER","() => compactWidget(gridItemId)","Frontend\PlantProcess.Web\src\components\dashboard\DashboardWidgetCard.tsx","211"
"no","components/dashboard","(component)","StandardButton","Export CSV","HAS HANDLER","exportCsv","Frontend\PlantProcess.Web\src\components\dashboard\DashboardWidgetCard.tsx","222"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","() => setIsCollapsed((v) => !v)","Frontend\PlantProcess.Web\src\components\dashboard\DashboardWidgetCard.tsx","234"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","() => setIsFullscreen((v) => !v)","Frontend\PlantProcess.Web\src\components\dashboard\DashboardWidgetCard.tsx","245"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","goBack","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.view.tsx","256"
"no","components/dashboard","(component)","StandardButton","Widget actions","HAS HANDLER","() => setIsActionMenuOpen((v) => !v)","Frontend\PlantProcess.Web\src\components\dashboard\DashboardWidgetCard.tsx","258"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","runPreview","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.view.tsx","269"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","() => execute(onRename)","Frontend\PlantProcess.Web\src\components\dashboard\DashboardWidgetCard.tsx","272"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","() => execute(onEdit)","Frontend\PlantProcess.Web\src\components\dashboard\DashboardWidgetCard.tsx","279"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","saveWidget","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.view.tsx","279"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","() => execute(onClone)","Frontend\PlantProcess.Web\src\components\dashboard\DashboardWidgetCard.tsx","286"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","() => execute(onHide)","Frontend\PlantProcess.Web\src\components\dashboard\DashboardWidgetCard.tsx","293"
"no","components/dashboard","(component)","StandardButton","Next","HAS HANDLER","goNext","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.view.tsx","294"
"no","components/dashboard","(component)","StandardButton","(no label)","HAS HANDLER","() => execute(async () => { const confirmed = window.confirm( `Remove widget ""$","Frontend\PlantProcess.Web\src\components\dashboard\DashboardWidgetCard.tsx","300"
"no","components/dashboard","(component)","StandardP2Button","(no label)","HAS HANDLER","() => setOpen((o) => !o)","Frontend\PlantProcess.Web\src\components\dashboard\AssociativePanel.tsx","15"
"no","components/dashboard","(component)","StandardP2Button","(no label)","HAS HANDLER","() => setEnabled(!enabled)","Frontend\PlantProcess.Web\src\components\dashboard\AssociativePanel.tsx","22"
"no","components/dashboard","(component)","StandardP2Button","(no label)","HAS HANDLER","() => toggleValue(fa.field.key, v)","Frontend\PlantProcess.Web\src\components\dashboard\AssociativePanel.tsx","42"
"no","components/dashboard","(component)","StandardP2Button","(no label)","HAS HANDLER","() => toggle(d.cat)","Frontend\PlantProcess.Web\src\components\dashboard\ChartExtras.tsx","90"
"no","components/dashboard","(component)","StandardP2Input","Example: Coil, Batch, Slab, Roll","HAS HANDLER","(event) => onPatchFilters({ materialUnitType: event.target.value || null","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.filter-step.tsx","105"
"no","components/dashboard","(component)","StandardP2Input","Example: Defect rate by equipment","HAS HANDLER","(event) => onPatch({ widgetTitle: event.target.value","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.data-steps.tsx","136"
"no","components/dashboard","(component)","StandardP2Input","(no label)","HAS HANDLER","(event) => onPatch({ relativeDateValue: Number(event.target.value)","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.filter-step.tsx","202"
"no","components/dashboard","(component)","StandardP2Input","(no label)","HAS HANDLER","(event) => onPatch({ maxRows: Number(event.target.value)","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.data-steps.tsx","210"
"no","components/dashboard","(component)","StandardP2Input","(no label)","HAS HANDLER","(event) => onPatch({ rawRowLimit: Number(event.target.value)","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.data-steps.tsx","221"
"no","components/dashboard","(component)","StandardP2Input","(no label)","HAS HANDLER","(event) => onPatchFilters({ fromUtc: fromInputDateTime(event.target.value),","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.filter-step.tsx","234"
"no","components/dashboard","(component)","StandardP2Input","(no label)","HAS HANDLER","(event) => onPatchFilters({ toUtc: fromInputDateTime(event.target.value),","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.filter-step.tsx","247"
"no","components/dashboard","(component)","StandardP2Select","(no label)","HAS HANDLER","(event) => onPatchFilters({ siteId: event.target.value || null","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.filter-step.tsx","54"
"no","components/dashboard","(component)","StandardP2Select","(no label)","HAS HANDLER","(event) => onPatchFilters({ areaId: event.target.value || null","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.filter-step.tsx","71"
"no","components/dashboard","(component)","StandardP2Select","(no label)","HAS HANDLER","(event) => onPatchFilters({ equipmentId: event.target.value || null","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.filter-step.tsx","88"
"no","components/dashboard","(component)","StandardP2Select","(no label)","HAS HANDLER","(event) => onPatchFilters({ defectType: event.target.value || null","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.filter-step.tsx","116"
"no","components/dashboard","(component)","StandardP2Select","(no label)","HAS HANDLER","(event) => onPatchFilters({ riskClass: event.target.value || null","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.filter-step.tsx","133"
"no","components/dashboard","(component)","StandardP2Select","(no label)","HAS HANDLER","(event) => onPatch({ widgetType: event.target.value","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.data-steps.tsx","145"
"no","components/dashboard","(component)","StandardP2Select","(no label)","HAS HANDLER","(event) => onPatchFilters({ sourceSystem: event.target.value || null","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.filter-step.tsx","150"
"no","components/dashboard","(component)","StandardP2Select","(no label)","HAS HANDLER","(event) => onPatch({ dimensionCode: event.target.value || undefined","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.data-steps.tsx","157"
"no","components/dashboard","(component)","StandardP2Select","(no label)","HAS HANDLER","(event) => onPatchFilters({ shiftCode: event.target.value || null","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.filter-step.tsx","167"
"no","components/dashboard","(component)","StandardP2Select","(no label)","HAS HANDLER","(event) => onPatch({ measureCode: event.target.value || undefined","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.data-steps.tsx","174"
"no","components/dashboard","(component)","StandardP2Select","(no label)","HAS HANDLER","(event) => onPatch({ dateMode: event.target.value as WidgetBuilderState[""dateMode""],","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.filter-step.tsx","184"
"no","components/dashboard","(component)","StandardP2Select","(no label)","HAS HANDLER","(event) => onPatch({ parameterCode: event.target.value || undefined","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.data-steps.tsx","192"
"no","components/dashboard","(component)","StandardP2Select","(no label)","HAS HANDLER","(event) => onPatch({ relativeDateUnit: event.target.value as RelativeDateUnit,","Frontend\PlantProcess.Web\src\components\dashboard\widget-builder\content\WidgetBuilderWizardContent.filter-step.tsx","214"
